,source,destination,fare,tax
200220,IAO,ICY,2000,4
200221,IAO,ICY,2000,4
200222,IAO,ICY,2000,4
200223,IAO,ICY,2000,4
200224,IAO,ICY,2000,4
200225,IAO,ICY,2000,4
200226,IAO,ICY,2000,4
200227,IAO,ICY,2000,4
200228,IAO,ICY,2000,4
200229,IAO,ICY,2000,4
200230,IAO,ICY,2000,4
200231,IAO,ICY,2000,4
200232,IAO,ICY,2000,4
200233,IAO,ICY,2000,4
200234,IAO,ICY,2000,4
200235,IAO,ICY,2000,4
200236,IAO,ICY,2000,4
200237,IAO,ICY,2000,4
200238,IAO,ICY,2000,4
200239,IAO,ICY,2000,4
200240,IAO,ICY,2000,4
200241,IAO,ICY,2000,4
200242,IAO,ICY,2000,4
200243,IAO,ICY,2000,4
200244,IAO,ICY,2000,4
200245,IAO,ICY,2000,4
200246,IAO,ICY,2000,4
200247,IAO,ICY,2000,4
200248,IAO,ICY,2000,4
200249,IAO,ICY,2000,4
200250,IAO,ICY,2000,4
200251,IAO,ICY,2000,4
200252,IAO,ICY,2000,4
200253,IAO,ICY,2000,4
200254,IAO,ICY,2000,4
200255,IAO,ICY,2000,4
200256,IAO,ICY,2000,4
200257,IAO,ICY,2000,4
200258,IAO,ICY,2000,4
200259,IAO,ICY,2000,4
200260,IAO,ICY,2000,4
200261,IAO,ICY,2000,4
200262,IAO,ICY,2000,4
200263,IAO,ICY,2000,4
200264,IAO,ICY,2000,4
200265,IAO,ICY,2000,4
200266,IAO,ICY,2000,4
200267,IAO,ICY,2000,4
200268,IAO,ICY,2000,4
200269,IAO,ICY,2000,4
200270,IAO,ICY,2000,4
200271,IAO,ICY,2000,4
200272,IAO,ICY,2000,4
200273,IAO,ICY,2000,4
200274,IAO,ICY,2000,4
200275,IAO,ICY,2000,4
200276,IAO,ICY,2000,4
200277,IAO,ICY,2000,4
200278,IAO,ICY,2000,4
200279,IAO,ICY,2000,4
200280,IAO,ICY,2000,4
200281,IAO,ICY,2000,4
200282,IAO,ICY,2000,4
200283,IAO,ICY,2000,4
200284,IAO,ICY,2000,4
200285,IAO,ICY,2000,4
200286,IAO,ICY,2000,4
200287,IAO,ICY,2000,4
200288,IAO,ICY,2000,4
200289,IAO,ICY,2000,4
200290,IAO,ICY,2000,4
200291,IAO,ICY,2000,4
200292,IAO,ICY,2000,4
200293,IAO,ICY,2000,4
200294,IAO,ICY,2000,4
200295,IAO,ICY,2000,4
200296,IAO,ICY,2000,4
200297,IAO,ICY,2000,4
200298,IAO,ICY,2000,4
200299,IAO,ICY,2000,4
200300,IAO,ICY,2000,4
200301,IAO,ICY,2000,4
200302,IAO,ICY,2000,4
200303,IAO,ICY,2000,4
200304,IAO,ICY,2000,4
200305,IAO,ICY,2000,4
200306,IAO,ICY,2000,4
200307,IAO,ICY,2000,4
200308,IAO,ICY,2000,4
200309,IAO,ICY,2000,4
200310,IAO,ICY,2000,4
200311,IAO,ICY,2000,4
200312,IAO,ICY,2000,4
200313,IAO,ICY,2000,4
200314,IAO,ICY,2000,4
200315,IAO,ICY,2000,4
200316,IAO,ICY,2000,4
200317,IAO,ICY,2000,4
200318,IAO,ICY,2000,4
200319,IAO,ICY,2000,4
200320,IAO,ICY,2000,4
200321,IAO,ICY,2000,4
200322,IAO,ICY,2000,4
200323,IAO,ICY,2000,4
200324,IAO,ICY,2000,4
200325,IAO,ICY,2000,4
200326,IAO,ICY,2000,4
200327,IAO,ICY,2000,4
200328,IAO,ICY,2000,4
200329,IAO,ICY,2000,4
200330,IAO,ICY,2000,4
200331,IAO,ICY,2000,4
200332,IAO,ICY,2000,4
200333,IAO,ICY,2000,4
200334,IAO,ICY,2000,4
200335,IAO,ICY,2000,4
200336,IAO,ICY,2000,4
200337,IAO,ICY,2000,4
200338,IAO,ICY,2000,4
200339,IAO,ICY,2000,4
200340,IAO,ICY,2000,4
200341,IAO,ICY,2000,4
200342,IAO,ICY,2000,4
200343,IAO,ICY,2000,4
200344,IAO,ICY,2000,4
200345,IAO,ICY,2000,4
200346,IAO,ICY,2000,4
200347,IAO,ICY,2000,4
200348,IAO,ICY,2000,4
200349,IAO,ICY,2000,4
200350,IAO,ICY,2000,4
200351,IAO,ICY,2000,4
200352,IAO,ICY,2000,4
200353,IAO,ICY,2000,4
200354,IAO,ICY,2000,4
200355,IAO,ICY,2000,4
200356,IAO,ICY,2000,4
200357,IAO,ICY,2000,4
200358,IAO,ICY,2000,4
200359,IAO,ICY,2000,4
200360,IAO,ICY,2000,4
200361,IAO,ICY,2000,4
200362,IAO,ICY,2000,4
200363,IAO,ICY,2000,4
200364,IAO,ICY,2000,4
200365,IAO,ICY,2000,4
200366,IAO,ICY,2000,4
200367,IAO,ICY,2000,4
200368,IAO,ICY,2000,4
200369,IAO,ICY,2000,4
200370,IAO,ICY,2000,4
200371,IAO,ICY,2000,4
200372,IAO,ICY,2000,4
200373,IAO,ICY,2000,4
200374,IAO,ICY,2000,4
200375,IAO,ICY,2000,4
200376,IAO,ICY,2000,4
200377,IAO,ICY,2000,4
200378,IAO,ICY,2000,4
200379,IAO,ICY,2000,4
200380,IAO,ICY,2000,4
200381,IAO,ICY,2000,4
200382,IAO,ICY,2000,4
200383,IAO,ICY,2000,4
200384,IAO,ICY,2000,4
200385,IAO,ICY,2000,4
200386,IAO,ICY,2000,4
200387,IAO,ICY,2000,4
200388,IAO,ICY,2000,4
200389,IAO,ICY,2000,4
200390,IAO,ICY,2000,4
200391,IAO,ICY,2000,4
200392,IAO,ICY,2000,4
200393,IAO,ICY,2000,4
200394,IAO,ICY,2000,4
200395,IAO,ICY,2000,4
200396,IAO,ICY,2000,4
200397,IAO,ICY,2000,4
200398,IAO,ICY,2000,4
200399,IAO,ICY,2000,4
200400,IAO,ICY,2000,4
200401,IAO,ICY,2000,4
200402,IAO,ICY,2000,4
200403,IAO,ICY,2000,4
200404,IAO,ICY,2000,4
200405,IAO,ICY,2000,4
200406,IAO,ICY,2000,4
200407,IAO,ICY,2000,4
200408,IAO,ICY,2000,4
200409,IAO,ICY,2000,4
200410,IAO,ICY,2000,4
200411,IAO,ICY,2000,4
200412,IAO,ICY,2000,4
200413,IAO,ICY,2000,4
200414,IAO,ICY,2000,4
200415,IAO,ICY,2000,4
200416,IAO,ICY,2000,4
200417,IAO,ICY,2000,4
200418,IAO,ICY,2000,4
200419,IAO,ICY,2000,4
200420,IAO,ICY,2000,4
200421,IAO,ICY,2000,4
200422,IAO,ICY,2000,4
200423,IAO,ICY,2000,4
200424,IAO,ICY,2000,4
200425,IAO,ICY,2000,4
200426,IAO,ICY,2000,4
200427,IAO,ICY,2000,4
200428,IAO,ICY,2000,4
200429,IAO,ICY,2000,4
200430,IAO,ICY,2000,4
200431,IAO,ICY,2000,4
200432,IAO,ICY,2000,4
200433,IAO,ICY,2000,4
200434,IAO,ICY,2000,4
200435,IAO,ICY,2000,4
200436,IAO,ICY,2000,4
200437,IAO,ICY,2000,4
200438,IAO,ICY,2000,4
200439,IAO,ICY,2000,4
200440,IAO,ICY,2000,4
200441,IAO,ICY,2000,4
200442,IAO,ICY,2000,4
200443,IAO,ICY,2000,4
200444,IAO,ICY,2000,4
200445,IAO,ICY,2000,4
200446,IAO,ICY,2000,4
200447,IAO,ICY,2000,4
200448,IAO,ICY,2000,4
200449,IAO,ICY,2000,4
200450,IAO,ICY,2000,4
200451,IAO,ICY,2000,4
200452,IAO,ICY,2000,4
200453,IAO,ICY,2000,4
200454,IAO,ICY,2000,4
200455,IAO,ICY,2000,4
200456,IAO,ICY,2000,4
200457,IAO,ICY,2000,4
200458,IAO,ICY,2000,4
200459,IAO,ICY,2000,4
200460,IAO,ICY,2000,4
200461,IAO,ICY,2000,4
200462,IAO,ICY,2000,4
200463,IAO,ICY,2000,4
200464,IAO,ICY,2000,4
200465,IAO,ICY,2000,4
200466,IAO,ICY,2000,4
200467,IAO,ICY,2000,4
200468,IAO,ICY,2000,4
200469,IAO,ICY,2000,4
200470,IAO,ICY,2000,4
200471,IAO,ICY,2000,4
200472,IAO,ICY,2000,4
200473,IAO,ICY,2000,4
200474,IAO,ICY,2000,4
200475,IAO,ICY,2000,4
200476,IAO,ICY,2000,4
200477,IAO,ICY,2000,4
200478,IAO,ICY,2000,4
200479,IAO,ICY,2000,4
200480,IAO,ICY,2000,4
200481,IAO,ICY,2000,4
200482,IAO,ICY,2000,4
200483,IAO,ICY,2000,4
200484,IAO,ICY,2000,4
200485,IAO,ICY,2000,4
200486,IAO,ICY,2000,4
200487,IAO,ICY,2000,4
200488,IAO,ICY,2000,4
200489,IAO,ICY,2000,4
200490,IAO,ICY,2000,4
200491,IAO,ICY,2000,4
200492,IAO,ICY,2000,4
200493,IAO,ICY,2000,4
200494,IAO,ICY,2000,4
200495,IAO,ICY,2000,4
200496,IAO,ICY,2000,4
200497,IAO,ICY,2000,4
200498,IAO,ICY,2000,4
200499,IAO,ICY,2000,4
200500,IAO,ICY,2000,4
200501,IAO,ICY,2000,4
200502,IAO,ICY,2000,4
200503,IAO,ICY,2000,4
200504,IAO,ICY,2000,4
200505,IAO,ICY,2000,4
200506,IAO,ICY,2000,4
200507,IAO,ICY,2000,4
200508,IAO,ICY,2000,4
200509,IAO,ICY,2000,4
200510,IAO,ICY,2000,4
200511,IAO,ICY,2000,4
200512,IAO,ICY,2000,4
200513,IAO,ICY,2000,4
200514,IAO,ICY,2000,4
200515,IAO,ICY,2000,4
200516,IAO,ICY,2000,4
200517,IAO,ICY,2000,4
200518,IAO,ICY,2000,4
200519,IAO,ICY,2000,4
200520,IAO,ICY,2000,4
200521,IAO,ICY,2000,4
200522,IAO,ICY,2000,4
200523,IAO,ICY,2000,4
200524,IAO,ICY,2000,4
200525,IAO,ICY,2000,4
200526,IAO,ICY,2000,4
200527,IAO,ICY,2000,4
200528,IAO,ICY,2000,4
200529,IAO,ICY,2000,4
200530,IAO,ICY,2000,4
200531,IAO,ICY,2000,4
200532,IAO,ICY,2000,4
200533,IAO,ICY,2000,4
200534,IAO,ICY,2000,4
200535,IAO,ICY,2000,4
200536,IAO,ICY,2000,4
200537,IAO,ICY,2000,4
200538,IAO,ICY,2000,4
200539,IAO,ICY,2000,4
200540,IAO,ICY,2000,4
200541,IAO,ICY,2000,4
200542,IAO,ICY,2000,4
200543,IAO,ICY,2000,4
200544,IAO,ICY,2000,4
200545,IAO,ICY,2000,4
200546,IAO,ICY,2000,4
200547,IAO,ICY,2000,4
200548,IAO,ICY,2000,4
200549,IAO,ICY,2000,4
200550,IAO,ICY,2000,4
200551,IAO,ICY,2000,4
200552,IAO,ICY,2000,4
200553,IAO,ICY,2000,4
200554,IAO,ICY,2000,4
200555,IAO,ICY,2000,4
200556,IAO,ICY,2000,4
200557,IAO,ICY,2000,4
200558,IAO,ICY,2000,4
200559,IAO,ICY,2000,4
200560,IAO,ICY,2000,4
200561,IAO,ICY,2000,4
200562,IAO,ICY,2000,4
200563,IAO,ICY,2000,4
200564,IAO,ICY,2000,4
200565,IAO,ICY,2000,4
200566,IAO,ICY,2000,4
200567,IAO,ICY,2000,4
200568,IAO,ICY,2000,4
200569,IAO,ICY,2000,4
200570,IAO,ICY,2000,4
200571,IAO,ICY,2000,4
200572,IAO,ICY,2000,4
200573,IAO,ICY,2000,4
200574,IAO,ICY,2000,4
200575,IAO,ICY,2000,4
200576,IAO,ICY,2000,4
200577,IAO,ICY,2000,4
200578,IAO,ICY,2000,4
200579,IAO,ICY,2000,4
200580,IAO,ICY,2000,4
200581,IAO,ICY,2000,4
200582,IAO,ICY,2000,4
200583,IAO,ICY,2000,4
200584,IAO,ICY,2000,4
200585,IAO,ICY,2000,4
200586,IAO,ICY,2000,4
200587,IAO,ICY,2000,4
200588,IAO,ICY,2000,4
200589,IAO,ICY,2000,4
200590,IAO,ICY,2000,4
200591,IAO,ICY,2000,4
200592,IAO,ICY,2000,4
200593,IAO,ICY,2000,4
200594,IAO,ICY,2000,4
200595,IAO,ICY,2000,4
200596,IAO,ICY,2000,4
200597,IAO,ICY,2000,4
200598,IAO,ICY,2000,4
200599,IAO,ICY,2000,4
200600,IAO,ICY,2000,4
200601,IAO,ICY,2000,4
200602,IAO,ICY,2000,4
200603,IAO,ICY,2000,4
200604,IAO,ICY,2000,4
200605,IAO,ICY,2000,4
200606,IAO,ICY,2000,4
200607,IAO,ICY,2000,4
200608,IAO,ICY,2000,4
200609,IAO,ICY,2000,4
200610,IAO,ICY,2000,4
200611,IAO,ICY,2000,4
200612,IAO,ICY,2000,4
200613,IAO,ICY,2000,4
200614,IAO,ICY,2000,4
200615,IAO,ICY,2000,4
200616,IAO,ICY,2000,4
200617,IAO,ICY,2000,4
200618,IAO,ICY,2000,4
200619,IAO,ICY,2000,4
200620,IAO,ICY,2000,4
200621,IAO,ICY,2000,4
200622,IAO,ICY,2000,4
200623,IAO,ICY,2000,4
200624,IAO,ICY,2000,4
200625,IAO,ICY,2000,4
200626,IAO,ICY,2000,4
200627,IAO,ICY,2000,4
200628,IAO,ICY,2000,4
200629,IAO,ICY,2000,4
200630,IAO,ICY,2000,4
200631,IAO,ICY,2000,4
200632,IAO,ICY,2000,4
200633,IAO,ICY,2000,4
200634,IAO,ICY,2000,4
200635,IAO,ICY,2000,4
200636,IAO,ICY,2000,4
200637,IAO,ICY,2000,4
200638,IAO,ICY,2000,4
200639,IAO,ICY,2000,4
200640,IAO,ICY,2000,4
200641,IAO,ICY,2000,4
200642,IAO,ICY,2000,4
200643,IAO,ICY,2000,4
200644,IAO,ICY,2000,4
200645,IAO,ICY,2000,4
200646,IAO,ICY,2000,4
200647,IAO,ICY,2000,4
200648,IAO,ICY,2000,4
200649,IAO,ICY,2000,4
200650,IAO,ICY,2000,4
200651,IAO,ICY,2000,4
200652,IAO,ICY,2000,4
200653,IAO,ICY,2000,4
200654,IAO,ICY,2000,4
200655,IAO,ICY,2000,4
200656,IAO,ICY,2000,4
200657,IAO,ICY,2000,4
200658,IAO,ICY,2000,4
200659,IAO,ICY,2000,4
200660,IAO,ICY,2000,4
200661,IAO,ICY,2000,4
200662,IAO,ICY,2000,4
200663,IAO,ICY,2000,4
200664,IAO,ICY,2000,4
200665,IAO,ICY,2000,4
200666,IAO,ICY,2000,4
200667,IAO,ICY,2000,4
200668,IAO,ICY,2000,4
200669,IAO,ICY,2000,4
200670,IAO,ICY,2000,4
200671,IAO,ICY,2000,4
200672,IAO,ICY,2000,4
200673,IAO,ICY,2000,4
200674,IAO,ICY,2000,4
200675,IAO,ICY,2000,4
200676,IAO,ICY,2000,4
200677,IAO,ICY,2000,4
200678,IAO,ICY,2000,4
200679,IAO,ICY,2000,4
200680,IAO,ICY,2000,4
200681,IAO,ICY,2000,4
200682,IAO,ICY,2000,4
200683,IAO,ICY,2000,4
200684,IAO,ICY,2000,4
200685,IAO,ICY,2000,4
200686,IAO,ICY,2000,4
200687,IAO,ICY,2000,4
200688,IAO,ICY,2000,4
200689,IAO,ICY,2000,4
200690,IAO,ICY,2000,4
200691,IAO,ICY,2000,4
200692,IAO,ICY,2000,4
200693,IAO,ICY,2000,4
200694,IAO,ICY,2000,4
200695,IAO,ICY,2000,4
200696,IAO,ICY,2000,4
200697,IAO,ICY,2000,4
200698,IAO,ICY,2000,4
200699,IAO,ICY,2000,4
200700,IAO,ICY,2000,4
200701,IAO,ICY,2000,4
200702,IAO,ICY,2000,4
200703,IAO,ICY,2000,4
200704,IAO,ICY,2000,4
200705,IAO,ICY,2000,4
200706,IAO,ICY,2000,4
200707,IAO,ICY,2000,4
200708,IAO,ICY,2000,4
200709,IAO,ICY,2000,4
200710,IAO,ICY,2000,4
200711,IAO,ICY,2000,4
200712,IAO,ICY,2000,4
200713,IAO,ICY,2000,4
200714,IAO,ICY,2000,4
200715,IAO,ICY,2000,4
200716,IAO,ICY,2000,4
200717,IAO,ICY,2000,4
200718,IAO,ICY,2000,4
200719,IAO,ICY,2000,4
200720,IAO,ICY,2000,4
200721,IAO,ICY,2000,4
200722,IAO,ICY,2000,4
200723,IAO,ICY,2000,4
200724,IAO,ICY,2000,4
200725,IAO,ICY,2000,4
200726,IAO,ICY,2000,4
200727,IAO,ICY,2000,4
200728,IAO,ICY,2000,4
200729,IAO,ICY,2000,4
200730,IAO,ICY,2000,4
200731,IAO,ICY,2000,4
200732,IAO,ICY,2000,4
200733,IAO,ICY,2000,4
200734,IAO,ICY,2000,4
200735,IAO,ICY,2000,4
200736,IAO,ICY,2000,4
200737,IAO,ICY,2000,4
200738,IAO,ICY,2000,4
200739,IAO,ICY,2000,4
200740,IAO,ICY,2000,4
200741,IAO,ICY,2000,4
200742,IAO,ICY,2000,4
200743,IAO,ICY,2000,4
200744,IAO,ICY,2000,4
200745,IAO,ICY,2000,4
200746,IAO,ICY,2000,4
200747,IAO,ICY,2000,4
200748,IAO,ICY,2000,4
200749,IAO,ICY,2000,4
200750,IAO,ICY,2000,4
200751,IAO,ICY,2000,4
200752,IAO,ICY,2000,4
200753,IAO,ICY,2000,4
200754,IAO,ICY,2000,4
200755,IAO,ICY,2000,4
200756,IAO,ICY,2000,4
200757,IAO,ICY,2000,4
200758,IAO,ICY,2000,4
200759,IAO,ICY,2000,4
200760,IAO,ICY,2000,4
200761,IAO,ICY,2000,4
200762,IAO,ICY,2000,4
200763,IAO,ICY,2000,4
200764,IAO,ICY,2000,4
200765,IAO,ICY,2000,4
200766,IAO,ICY,2000,4
200767,IAO,ICY,2000,4
200768,IAO,ICY,2000,4
200769,IAO,ICY,2000,4
200770,IAO,ICY,2000,4
200771,IAO,ICY,2000,4
200772,IAO,ICY,2000,4
200773,IAO,ICY,2000,4
200774,IAO,ICY,2000,4
200775,IAO,ICY,2000,4
200776,IAO,ICY,2000,4
200777,IAO,ICY,2000,4
200778,IAO,ICY,2000,4
200779,IAO,ICY,2000,4
200780,IAO,ICY,2000,4
200781,IAO,ICY,2000,4
200782,IAO,ICY,2000,4
200783,IAO,ICY,2000,4
200784,IAO,ICY,2000,4
200785,IAO,ICY,2000,4
200786,IAO,ICY,2000,4
200787,IAO,ICY,2000,4
200788,IAO,ICY,2000,4
200789,IAO,ICY,2000,4
200790,IAO,ICY,2000,4
200791,IAO,ICY,2000,4
200792,IAO,ICY,2000,4
200793,IAO,ICY,2000,4
200794,IAO,ICY,2000,4
200795,IAO,ICY,2000,4
200796,IAO,ICY,2000,4
200797,IAO,ICY,2000,4
200798,IAO,ICY,2000,4
200799,IAO,ICY,2000,4
200800,IAO,ICY,2000,4
200801,IAO,ICY,2000,4
200802,IAO,ICY,2000,4
200803,IAO,ICY,2000,4
200804,IAO,ICY,2000,4
200805,IAO,ICY,2000,4
200806,IAO,ICY,2000,4
200807,IAO,ICY,2000,4
200808,IAO,ICY,2000,4
200809,IAO,ICY,2000,4
200810,IAO,ICY,2000,4
200811,IAO,ICY,2000,4
200812,IAO,ICY,2000,4
200813,IAO,ICY,2000,4
200814,IAO,ICY,2000,4
200815,IAO,ICY,2000,4
200816,IAO,ICY,2000,4
200817,IAO,ICY,2000,4
200818,IAO,ICY,2000,4
200819,IAO,ICY,2000,4
200820,IAO,ICY,2000,4
200821,IAO,ICY,2000,4
200822,IAO,ICY,2000,4
200823,IAO,ICY,2000,4
200824,IAO,ICY,2000,4
200825,IAO,ICY,2000,4
200826,IAO,ICY,2000,4
200827,IAO,ICY,2000,4
200828,IAO,ICY,2000,4
200829,IAO,ICY,2000,4
200830,IAO,ICY,2000,4
200831,IAO,ICY,2000,4
200832,IAO,ICY,2000,4
200833,IAO,ICY,2000,4
200834,IAO,ICY,2000,4
200835,IAO,ICY,2000,4
200836,IAO,ICY,2000,4
200837,IAO,ICY,2000,4
200838,IAO,ICY,2000,4
200839,IAO,ICY,2000,4
200840,IAO,ICY,2000,4
200841,IAO,ICY,2000,4
200842,IAO,ICY,2000,4
200843,IAO,ICY,2000,4
200844,IAO,ICY,2000,4
200845,IAO,ICY,2000,4
200846,IAO,ICY,2000,4
200847,IAO,ICY,2000,4
200848,IAO,ICY,2000,4
200849,IAO,ICY,2000,4
200850,IAO,ICY,2000,4
200851,IAO,ICY,2000,4
200852,IAO,ICY,2000,4
200853,IAO,ICY,2000,4
200854,IAO,ICY,2000,4
200855,IAO,ICY,2000,4
200856,IAO,ICY,2000,4
200857,IAO,ICY,2000,4
200858,IAO,ICY,2000,4
200859,IAO,ICY,2000,4
200860,IAO,ICY,2000,4
200861,IAO,ICY,2000,4
200862,IAO,ICY,2000,4
200863,IAO,ICY,2000,4
200864,IAO,ICY,2000,4
200865,IAO,ICY,2000,4
200866,IAO,ICY,2000,4
200867,IAO,ICY,2000,4
200868,IAO,ICY,2000,4
200869,IAO,ICY,2000,4
200870,IAO,ICY,2000,4
200871,IAO,ICY,2000,4
200872,IAO,ICY,2000,4
200873,IAO,ICY,2000,4
