ticketId,source,destination,fare,tax
100156,IAO,ICY,1000,2
100157,IAO,ICY,1000,2
100158,IAO,ICY,1000,2
100159,IAO,ICY,1000,2
100160,IAO,ICY,1000,2
100161,IAO,ICY,1000,2
100162,IAO,ICY,1000,2
100163,IAO,ICY,1000,2
100164,IAO,ICY,1000,2
100165,IAO,ICY,1000,2
100166,IAO,ICY,1000,2
100167,IAO,ICY,1000,2
100168,IAO,ICY,1000,2
100169,IAO,ICY,1000,2
100170,IAO,ICY,1000,2
100171,IAO,ICY,1000,2
100172,IAO,ICY,1000,2
100173,IAO,ICY,1000,2
100174,IAO,ICY,1000,2
100175,IAO,ICY,1000,2
100176,IAO,ICY,1000,2
100177,IAO,ICY,1000,2
100178,IAO,ICY,1000,2
100179,IAO,ICY,1000,2
100180,IAO,ICY,1000,2
100181,IAO,ICY,1000,2
100182,IAO,ICY,1000,2
100183,IAO,ICY,1000,2
100184,IAO,ICY,1000,2
100185,IAO,ICY,1000,2
100186,IAO,ICY,1000,2
100187,IAO,ICY,1000,2
100188,IAO,ICY,1000,2
100189,IAO,ICY,1000,2
100190,IAO,ICY,1000,2
100191,IAO,ICY,1000,2
100192,IAO,ICY,1000,2
100193,IAO,ICY,1000,2
100194,IAO,ICY,1000,2
100195,IAO,ICY,1000,2
100196,IAO,ICY,1000,2
100197,IAO,ICY,1000,2
100198,IAO,ICY,1000,2
100199,IAO,ICY,1000,2
100200,IAO,ICY,1000,2
100201,IAO,ICY,1000,2
100202,IAO,ICY,1000,2
100203,IAO,ICY,1000,2
100204,IAO,ICY,1000,2
100205,IAO,ICY,1000,2
100206,IAO,ICY,1000,2
100207,IAO,ICY,1000,2
100208,IAO,ICY,1000,2
100209,IAO,ICY,1000,2
100210,IAO,ICY,1000,2
100211,IAO,ICY,1000,2
100212,IAO,ICY,1000,2
100213,IAO,ICY,1000,2
100214,IAO,ICY,1000,2
100215,IAO,ICY,1000,2
100216,IAO,ICY,1000,2
100217,IAO,ICY,1000,2
100218,IAO,ICY,1000,2
100219,IAO,ICY,1000,2
100220,IAO,ICY,1000,2
100221,IAO,ICY,1000,2
100222,IAO,ICY,1000,2
100223,IAO,ICY,1000,2
100224,IAO,ICY,1000,2
100225,IAO,ICY,1000,2
100226,IAO,ICY,1000,2
100227,IAO,ICY,1000,2
100228,IAO,ICY,1000,2
100229,IAO,ICY,1000,2
100230,IAO,ICY,1000,2
100231,IAO,ICY,1000,2
100232,IAO,ICY,1000,2
100233,IAO,ICY,1000,2
100234,IAO,ICY,1000,2
100235,IAO,ICY,1000,2
100236,IAO,ICY,1000,2
100237,IAO,ICY,1000,2
100238,IAO,ICY,1000,2
100239,IAO,ICY,1000,2
100240,IAO,ICY,1000,2
100241,IAO,ICY,1000,2
100242,IAO,ICY,1000,2
100243,IAO,ICY,1000,2
100244,IAO,ICY,1000,2
100245,IAO,ICY,1000,2
100246,IAO,ICY,1000,2
100247,IAO,ICY,1000,2
100248,IAO,ICY,1000,2
100249,IAO,ICY,1000,2
100250,IAO,ICY,1000,2
100251,IAO,ICY,1000,2
100252,IAO,ICY,1000,2
100253,IAO,ICY,1000,2
100254,IAO,ICY,1000,2
100255,IAO,ICY,1000,2
100256,IAO,ICY,1000,2
100257,IAO,ICY,1000,2
100258,IAO,ICY,1000,2
100259,IAO,ICY,1000,2
100260,IAO,ICY,1000,2
100261,IAO,ICY,1000,2
100262,IAO,ICY,1000,2
100263,IAO,ICY,1000,2
100264,IAO,ICY,1000,2
100265,IAO,ICY,1000,2
100266,IAO,ICY,1000,2
100267,IAO,ICY,1000,2
100268,IAO,ICY,1000,2
100269,IAO,ICY,1000,2
100270,IAO,ICY,1000,2
100271,IAO,ICY,1000,2
100272,IAO,ICY,1000,2
100273,IAO,ICY,1000,2
100274,IAO,ICY,1000,2
100275,IAO,ICY,1000,2
100276,IAO,ICY,1000,2
100277,IAO,ICY,1000,2
100278,IAO,ICY,1000,2
100279,IAO,ICY,1000,2
100280,IAO,ICY,1000,2
100281,IAO,ICY,1000,2
100282,IAO,ICY,1000,2
100283,IAO,ICY,1000,2
100284,IAO,ICY,1000,2
100285,IAO,ICY,1000,2
100286,IAO,ICY,1000,2
100287,IAO,ICY,1000,2
100288,IAO,ICY,1000,2
100289,IAO,ICY,1000,2
100290,IAO,ICY,1000,2
100291,IAO,ICY,1000,2
100292,IAO,ICY,1000,2
100293,IAO,ICY,1000,2
100294,IAO,ICY,1000,2
100295,IAO,ICY,1000,2
100296,IAO,ICY,1000,2
100297,IAO,ICY,1000,2
100298,IAO,ICY,1000,2
100299,IAO,ICY,1000,2
100300,IAO,ICY,1000,2
100301,IAO,ICY,1000,2
100302,IAO,ICY,1000,2
100303,IAO,ICY,1000,2
100304,IAO,ICY,1000,2
100305,IAO,ICY,1000,2
100306,IAO,ICY,1000,2
100307,IAO,ICY,1000,2
100308,IAO,ICY,1000,2
100309,IAO,ICY,1000,2
100310,IAO,ICY,1000,2
100311,IAO,ICY,1000,2
100312,IAO,ICY,1000,2
100313,IAO,ICY,1000,2
100314,IAO,ICY,1000,2
100315,IAO,ICY,1000,2
100316,IAO,ICY,1000,2
100317,IAO,ICY,1000,2
100318,IAO,ICY,1000,2
100319,IAO,ICY,1000,2
100320,IAO,ICY,1000,2
100321,IAO,ICY,1000,2
100322,IAO,ICY,1000,2
100323,IAO,ICY,1000,2
100324,IAO,ICY,1000,2
100325,IAO,ICY,1000,2
100326,IAO,ICY,1000,2
100327,IAO,ICY,1000,2
100328,IAO,ICY,1000,2
100329,IAO,ICY,1000,2
100330,IAO,ICY,1000,2
100331,IAO,ICY,1000,2
100332,IAO,ICY,1000,2
100333,IAO,ICY,1000,2
100334,IAO,ICY,1000,2
100335,IAO,ICY,1000,2
100336,IAO,ICY,1000,2
100337,IAO,ICY,1000,2
100338,IAO,ICY,1000,2
100339,IAO,ICY,1000,2
100340,IAO,ICY,1000,2
100341,IAO,ICY,1000,2
100342,IAO,ICY,1000,2
100343,IAO,ICY,1000,2
100344,IAO,ICY,1000,2
100345,IAO,ICY,1000,2
100346,IAO,ICY,1000,2
100347,IAO,ICY,1000,2
100348,IAO,ICY,1000,2
100349,IAO,ICY,1000,2
100350,IAO,ICY,1000,2
100351,IAO,ICY,1000,2
100352,IAO,ICY,1000,2
100353,IAO,ICY,1000,2
100354,IAO,ICY,1000,2
100355,IAO,ICY,1000,2
100356,IAO,ICY,1000,2
100357,IAO,ICY,1000,2
100358,IAO,ICY,1000,2
100359,IAO,ICY,1000,2
100360,IAO,ICY,1000,2
100361,IAO,ICY,1000,2
100362,IAO,ICY,1000,2
100363,IAO,ICY,1000,2
100364,IAO,ICY,1000,2
100365,IAO,ICY,1000,2
100366,IAO,ICY,1000,2
100367,IAO,ICY,1000,2
100368,IAO,ICY,1000,2
100369,IAO,ICY,1000,2
100370,IAO,ICY,1000,2
100371,IAO,ICY,1000,2
100372,IAO,ICY,1000,2
100373,IAO,ICY,1000,2
100374,IAO,ICY,1000,2
100375,IAO,ICY,1000,2
100376,IAO,ICY,1000,2
100377,IAO,ICY,1000,2
100378,IAO,ICY,1000,2
100379,IAO,ICY,1000,2
100380,IAO,ICY,1000,2
100381,IAO,ICY,1000,2
100382,IAO,ICY,1000,2
100383,IAO,ICY,1000,2
100384,IAO,ICY,1000,2
100385,IAO,ICY,1000,2
100386,IAO,ICY,1000,2
100387,IAO,ICY,1000,2
100388,IAO,ICY,1000,2
100389,IAO,ICY,1000,2
100390,IAO,ICY,1000,2
100391,IAO,ICY,1000,2
100392,IAO,ICY,1000,2
100393,IAO,ICY,1000,2
100394,IAO,ICY,1000,2
100395,IAO,ICY,1000,2
100396,IAO,ICY,1000,2
100397,IAO,ICY,1000,2
100398,IAO,ICY,1000,2
100399,IAO,ICY,1000,2
100400,IAO,ICY,1000,2
100401,IAO,ICY,1000,2
100402,IAO,ICY,1000,2
100403,IAO,ICY,1000,2
100404,IAO,ICY,1000,2
100405,IAO,ICY,1000,2
100406,IAO,ICY,1000,2
100407,IAO,ICY,1000,2
100408,IAO,ICY,1000,2
100409,IAO,ICY,1000,2
100410,IAO,ICY,1000,2
100411,IAO,ICY,1000,2
100412,IAO,ICY,1000,2
100413,IAO,ICY,1000,2
100414,IAO,ICY,1000,2
100415,IAO,ICY,1000,2
100416,IAO,ICY,1000,2
100417,IAO,ICY,1000,2
100418,IAO,ICY,1000,2
100419,IAO,ICY,1000,2
100420,IAO,ICY,1000,2
100421,IAO,ICY,1000,2
100422,IAO,ICY,1000,2
100423,IAO,ICY,1000,2
100424,IAO,ICY,1000,2
100425,IAO,ICY,1000,2
100426,IAO,ICY,1000,2
100427,IAO,ICY,1000,2
100428,IAO,ICY,1000,2
100429,IAO,ICY,1000,2
100430,IAO,ICY,1000,2
100431,IAO,ICY,1000,2
100432,IAO,ICY,1000,2
100433,IAO,ICY,1000,2
100434,IAO,ICY,1000,2
100435,IAO,ICY,1000,2
100436,IAO,ICY,1000,2
100437,IAO,ICY,1000,2
100438,IAO,ICY,1000,2
100439,IAO,ICY,1000,2
100440,IAO,ICY,1000,2
100441,IAO,ICY,1000,2
100442,IAO,ICY,1000,2
100443,IAO,ICY,1000,2
100444,IAO,ICY,1000,2
100445,IAO,ICY,1000,2
100446,IAO,ICY,1000,2
100447,IAO,ICY,1000,2
100448,IAO,ICY,1000,2
100449,IAO,ICY,1000,2
100450,IAO,ICY,1000,2
100451,IAO,ICY,1000,2
100452,IAO,ICY,1000,2
100453,IAO,ICY,1000,2
100454,IAO,ICY,1000,2
100455,IAO,ICY,1000,2
100456,IAO,ICY,1000,2
100457,IAO,ICY,1000,2
100458,IAO,ICY,1000,2
100459,IAO,ICY,1000,2
100460,IAO,ICY,1000,2
100461,IAO,ICY,1000,2
100462,IAO,ICY,1000,2
100463,IAO,ICY,1000,2
100464,IAO,ICY,1000,2
100465,IAO,ICY,1000,2
100466,IAO,ICY,1000,2
100467,IAO,ICY,1000,2
100468,IAO,ICY,1000,2
100469,IAO,ICY,1000,2
100470,IAO,ICY,1000,2
100471,IAO,ICY,1000,2
100472,IAO,ICY,1000,2
100473,IAO,ICY,1000,2
100474,IAO,ICY,1000,2
100475,IAO,ICY,1000,2
100476,IAO,ICY,1000,2
100477,IAO,ICY,1000,2
100478,IAO,ICY,1000,2
100479,IAO,ICY,1000,2
100480,IAO,ICY,1000,2
100481,IAO,ICY,1000,2
100482,IAO,ICY,1000,2
100483,IAO,ICY,1000,2
100484,IAO,ICY,1000,2
100485,IAO,ICY,1000,2
100486,IAO,ICY,1000,2
100487,IAO,ICY,1000,2
100488,IAO,ICY,1000,2
100489,IAO,ICY,1000,2
100490,IAO,ICY,1000,2
100491,IAO,ICY,1000,2
100492,IAO,ICY,1000,2
100493,IAO,ICY,1000,2
100494,IAO,ICY,1000,2
100495,IAO,ICY,1000,2
100496,IAO,ICY,1000,2
100497,IAO,ICY,1000,2
100498,IAO,ICY,1000,2
100499,IAO,ICY,1000,2
100500,IAO,ICY,1000,2
100501,IAO,ICY,1000,2
100502,IAO,ICY,1000,2
100503,IAO,ICY,1000,2
100504,IAO,ICY,1000,2
100505,IAO,ICY,1000,2
100506,IAO,ICY,1000,2
100507,IAO,ICY,1000,2
100508,IAO,ICY,1000,2
100509,IAO,ICY,1000,2
100510,IAO,ICY,1000,2
100511,IAO,ICY,1000,2
100512,IAO,ICY,1000,2
100513,IAO,ICY,1000,2
100514,IAO,ICY,1000,2
100515,IAO,ICY,1000,2
100516,IAO,ICY,1000,2
100517,IAO,ICY,1000,2
100518,IAO,ICY,1000,2
100519,IAO,ICY,1000,2
100520,IAO,ICY,1000,2
100521,IAO,ICY,1000,2
100522,IAO,ICY,1000,2
100523,IAO,ICY,1000,2
100524,IAO,ICY,1000,2
100525,IAO,ICY,1000,2
100526,IAO,ICY,1000,2
100527,IAO,ICY,1000,2
100528,IAO,ICY,1000,2
100529,IAO,ICY,1000,2
100530,IAO,ICY,1000,2
100531,IAO,ICY,1000,2
100532,IAO,ICY,1000,2
100533,IAO,ICY,1000,2
100534,IAO,ICY,1000,2
100535,IAO,ICY,1000,2
100536,IAO,ICY,1000,2
100537,IAO,ICY,1000,2
100538,IAO,ICY,1000,2
100539,IAO,ICY,1000,2
100540,IAO,ICY,1000,2
100541,IAO,ICY,1000,2
100542,IAO,ICY,1000,2
100543,IAO,ICY,1000,2
100544,IAO,ICY,1000,2
100545,IAO,ICY,1000,2
100546,IAO,ICY,1000,2
100547,IAO,ICY,1000,2
100548,IAO,ICY,1000,2
100549,IAO,ICY,1000,2
100550,IAO,ICY,1000,2
100551,IAO,ICY,1000,2
100552,IAO,ICY,1000,2
100553,IAO,ICY,1000,2
100554,IAO,ICY,1000,2
100555,IAO,ICY,1000,2
100556,IAO,ICY,1000,2
100557,IAO,ICY,1000,2
100558,IAO,ICY,1000,2
100559,IAO,ICY,1000,2
100560,IAO,ICY,1000,2
100561,IAO,ICY,1000,2
100562,IAO,ICY,1000,2
100563,IAO,ICY,1000,2
100564,IAO,ICY,1000,2
100565,IAO,ICY,1000,2
100566,IAO,ICY,1000,2
100567,IAO,ICY,1000,2
100568,IAO,ICY,1000,2
100569,IAO,ICY,1000,2
100570,IAO,ICY,1000,2
100571,IAO,ICY,1000,2
100572,IAO,ICY,1000,2
100573,IAO,ICY,1000,2
100574,IAO,ICY,1000,2
100575,IAO,ICY,1000,2
100576,IAO,ICY,1000,2
100577,IAO,ICY,1000,2
100578,IAO,ICY,1000,2
100579,IAO,ICY,1000,2
100580,IAO,ICY,1000,2
100581,IAO,ICY,1000,2
100582,IAO,ICY,1000,2
100583,IAO,ICY,1000,2
100584,IAO,ICY,1000,2
100585,IAO,ICY,1000,2
100586,IAO,ICY,1000,2
100587,IAO,ICY,1000,2
100588,IAO,ICY,1000,2
100589,IAO,ICY,1000,2
100590,IAO,ICY,1000,2
100591,IAO,ICY,1000,2
100592,IAO,ICY,1000,2
100593,IAO,ICY,1000,2
100594,IAO,ICY,1000,2
100595,IAO,ICY,1000,2
100596,IAO,ICY,1000,2
100597,IAO,ICY,1000,2
100598,IAO,ICY,1000,2
100599,IAO,ICY,1000,2
100600,IAO,ICY,1000,2
100601,IAO,ICY,1000,2
100602,IAO,ICY,1000,2
100603,IAO,ICY,1000,2
100604,IAO,ICY,1000,2
100605,IAO,ICY,1000,2
100606,IAO,ICY,1000,2
100607,IAO,ICY,1000,2
100608,IAO,ICY,1000,2
100609,IAO,ICY,1000,2
100610,IAO,ICY,1000,2
100611,IAO,ICY,1000,2
100612,IAO,ICY,1000,2
100613,IAO,ICY,1000,2
100614,IAO,ICY,1000,2
100615,IAO,ICY,1000,2
100616,IAO,ICY,1000,2
100617,IAO,ICY,1000,2
100618,IAO,ICY,1000,2
100619,IAO,ICY,1000,2
100620,IAO,ICY,1000,2
100621,IAO,ICY,1000,2
100622,IAO,ICY,1000,2
100623,IAO,ICY,1000,2
100624,IAO,ICY,1000,2
100625,IAO,ICY,1000,2
100626,IAO,ICY,1000,2
100627,IAO,ICY,1000,2
100628,IAO,ICY,1000,2
100629,IAO,ICY,1000,2
100630,IAO,ICY,1000,2
100631,IAO,ICY,1000,2
100632,IAO,ICY,1000,2
100633,IAO,ICY,1000,2
100634,IAO,ICY,1000,2
100635,IAO,ICY,1000,2
100636,IAO,ICY,1000,2
100637,IAO,ICY,1000,2
100638,IAO,ICY,1000,2
100639,IAO,ICY,1000,2
100640,IAO,ICY,1000,2
100641,IAO,ICY,1000,2
100642,IAO,ICY,1000,2
100643,IAO,ICY,1000,2
100644,IAO,ICY,1000,2
100645,IAO,ICY,1000,2
100646,IAO,ICY,1000,2
100647,IAO,ICY,1000,2
100648,IAO,ICY,1000,2
100649,IAO,ICY,1000,2
100650,IAO,ICY,1000,2
100651,IAO,ICY,1000,2
100652,IAO,ICY,1000,2
100653,IAO,ICY,1000,2
100654,IAO,ICY,1000,2
100655,IAO,ICY,1000,2
100656,IAO,ICY,1000,2
100657,IAO,ICY,1000,2
100658,IAO,ICY,1000,2
100659,IAO,ICY,1000,2
100660,IAO,ICY,1000,2
100661,IAO,ICY,1000,2
100662,IAO,ICY,1000,2
100663,IAO,ICY,1000,2
100664,IAO,ICY,1000,2
100665,IAO,ICY,1000,2
100666,IAO,ICY,1000,2
100667,IAO,ICY,1000,2
100668,IAO,ICY,1000,2
100669,IAO,ICY,1000,2
100670,IAO,ICY,1000,2
100671,IAO,ICY,1000,2
100672,IAO,ICY,1000,2
100673,IAO,ICY,1000,2
100674,IAO,ICY,1000,2
100675,IAO,ICY,1000,2
100676,IAO,ICY,1000,2
100677,IAO,ICY,1000,2
100678,IAO,ICY,1000,2
100679,IAO,ICY,1000,2
100680,IAO,ICY,1000,2
100681,IAO,ICY,1000,2
100682,IAO,ICY,1000,2
100683,IAO,ICY,1000,2
100684,IAO,ICY,1000,2
100685,IAO,ICY,1000,2
100686,IAO,ICY,1000,2
100687,IAO,ICY,1000,2
100688,IAO,ICY,1000,2
100689,IAO,ICY,1000,2
100690,IAO,ICY,1000,2
100691,IAO,ICY,1000,2
100692,IAO,ICY,1000,2
100693,IAO,ICY,1000,2
100694,IAO,ICY,1000,2
100695,IAO,ICY,1000,2
100696,IAO,ICY,1000,2
100697,IAO,ICY,1000,2
100698,IAO,ICY,1000,2
100699,IAO,ICY,1000,2
100700,IAO,ICY,1000,2
100701,IAO,ICY,1000,2
100702,IAO,ICY,1000,2
100703,IAO,ICY,1000,2
100704,IAO,ICY,1000,2
100705,IAO,ICY,1000,2
100706,IAO,ICY,1000,2
100707,IAO,ICY,1000,2
100708,IAO,ICY,1000,2
100709,IAO,ICY,1000,2
100710,IAO,ICY,1000,2
100711,IAO,ICY,1000,2
100712,IAO,ICY,1000,2
100713,IAO,ICY,1000,2
100714,IAO,ICY,1000,2
100715,IAO,ICY,1000,2
100716,IAO,ICY,1000,2
100717,IAO,ICY,1000,2
100718,IAO,ICY,1000,2
100719,IAO,ICY,1000,2
100720,IAO,ICY,1000,2
100721,IAO,ICY,1000,2
100722,IAO,ICY,1000,2
100723,IAO,ICY,1000,2
100724,IAO,ICY,1000,2
100725,IAO,ICY,1000,2
100726,IAO,ICY,1000,2
100727,IAO,ICY,1000,2
100728,IAO,ICY,1000,2
100729,IAO,ICY,1000,2
100730,IAO,ICY,1000,2
100731,IAO,ICY,1000,2
100732,IAO,ICY,1000,2
100733,IAO,ICY,1000,2
100734,IAO,ICY,1000,2
100735,IAO,ICY,1000,2
100736,IAO,ICY,1000,2
100737,IAO,ICY,1000,2
100738,IAO,ICY,1000,2
100739,IAO,ICY,1000,2
100740,IAO,ICY,1000,2
100741,IAO,ICY,1000,2
100742,IAO,ICY,1000,2
100743,IAO,ICY,1000,2
100744,IAO,ICY,1000,2
100745,IAO,ICY,1000,2
100746,IAO,ICY,1000,2
100747,IAO,ICY,1000,2
100748,IAO,ICY,1000,2
100749,IAO,ICY,1000,2
100750,IAO,ICY,1000,2
100751,IAO,ICY,1000,2
100752,IAO,ICY,1000,2
100753,IAO,ICY,1000,2
100754,IAO,ICY,1000,2
100755,IAO,ICY,1000,2
100756,IAO,ICY,1000,2
100757,IAO,ICY,1000,2
100758,IAO,ICY,1000,2
100759,IAO,ICY,1000,2
100760,IAO,ICY,1000,2
100761,IAO,ICY,1000,2
100762,IAO,ICY,1000,2
100763,IAO,ICY,1000,2
100764,IAO,ICY,1000,2
100765,IAO,ICY,1000,2
100766,IAO,ICY,1000,2
100767,IAO,ICY,1000,2
100768,IAO,ICY,1000,2
100769,IAO,ICY,1000,2
100770,IAO,ICY,1000,2
100771,IAO,ICY,1000,2
100772,IAO,ICY,1000,2
100773,IAO,ICY,1000,2
100774,IAO,ICY,1000,2
100775,IAO,ICY,1000,2
100776,IAO,ICY,1000,2
100777,IAO,ICY,1000,2
100778,IAO,ICY,1000,2
100779,IAO,ICY,1000,2
100780,IAO,ICY,1000,2
100781,IAO,ICY,1000,2
100782,IAO,ICY,1000,2
100783,IAO,ICY,1000,2
100784,IAO,ICY,1000,2
100785,IAO,ICY,1000,2
100786,IAO,ICY,1000,2
100787,IAO,ICY,1000,2
100788,IAO,ICY,1000,2
100789,IAO,ICY,1000,2
100790,IAO,ICY,1000,2
100791,IAO,ICY,1000,2
100792,IAO,ICY,1000,2
100793,IAO,ICY,1000,2
100794,IAO,ICY,1000,2
100795,IAO,ICY,1000,2
100796,IAO,ICY,1000,2
100797,IAO,ICY,1000,2
100798,IAO,ICY,1000,2
100799,IAO,ICY,1000,2
100800,IAO,ICY,1000,2
100801,IAO,ICY,1000,2
100802,IAO,ICY,1000,2
100803,IAO,ICY,1000,2
100804,IAO,ICY,1000,2
100805,IAO,ICY,1000,2
100806,IAO,ICY,1000,2
100807,IAO,ICY,1000,2
100808,IAO,ICY,1000,2
100809,IAO,ICY,1000,2
100810,IAO,ICY,1000,2
100811,IAO,ICY,1000,2
100812,IAO,ICY,1000,2
100813,IAO,ICY,1000,2
100814,IAO,ICY,1000,2
100815,IAO,ICY,1000,2
100816,IAO,ICY,1000,2
100817,IAO,ICY,1000,2
100818,IAO,ICY,1000,2
100819,IAO,ICY,1000,2
100820,IAO,ICY,1000,2
100821,IAO,ICY,1000,2
100822,IAO,ICY,1000,2
100823,IAO,ICY,1000,2
100824,IAO,ICY,1000,2
100825,IAO,ICY,1000,2
100826,IAO,ICY,1000,2
100827,IAO,ICY,1000,2
100828,IAO,ICY,1000,2
100829,IAO,ICY,1000,2
100830,IAO,ICY,1000,2
100831,IAO,ICY,1000,2
100832,IAO,ICY,1000,2
100833,IAO,ICY,1000,2
100834,IAO,ICY,1000,2
100835,IAO,ICY,1000,2
100836,IAO,ICY,1000,2
100837,IAO,ICY,1000,2
100838,IAO,ICY,1000,2
100839,IAO,ICY,1000,2
100840,IAO,ICY,1000,2
100841,IAO,ICY,1000,2
100842,IAO,ICY,1000,2
100843,IAO,ICY,1000,2
100844,IAO,ICY,1000,2
100845,IAO,ICY,1000,2
100846,IAO,ICY,1000,2
100847,IAO,ICY,1000,2
100848,IAO,ICY,1000,2
100849,IAO,ICY,1000,2
100850,IAO,ICY,1000,2
100851,IAO,ICY,1000,2
100852,IAO,ICY,1000,2
100853,IAO,ICY,1000,2
100854,IAO,ICY,1000,2
100855,IAO,ICY,1000,2
100856,IAO,ICY,1000,2
100857,IAO,ICY,1000,2
100858,IAO,ICY,1000,2
100859,IAO,ICY,1000,2
100860,IAO,ICY,1000,2
100861,IAO,ICY,1000,2
100862,IAO,ICY,1000,2
100863,IAO,ICY,1000,2
100864,IAO,ICY,1000,2
100865,IAO,ICY,1000,2
100866,IAO,ICY,1000,2
100867,IAO,ICY,1000,2
100868,IAO,ICY,1000,2
100869,IAO,ICY,1000,2
100870,IAO,ICY,1000,2
100871,IAO,ICY,1000,2
100872,IAO,ICY,1000,2
